exp_num,arch,encoder,lr,batch_size,weight_decay,encoder_lr_mult,loss_high_weight,loss_med_weight,augmentations,epoch,val_loss,val_iou,val_high_iou,decoder_lr
9,PSPNet,timm-efficientnet-b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",4,4.989224,0.536,0.3019,7.939e-05
10,PSPNet,mit_b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",4,5.812871,0.5236,0.2213,7.939e-05
8,PSPNet,mit_b3,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",5,5.174315,0.5502,0.2752,6.545e-05
10,PSPNet,mit_b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",5,5.460079,0.5214,0.2308,6.545e-05
8,PSPNet,mit_b3,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",6,4.910368,0.5483,0.3176,5e-05
10,PSPNet,mit_b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",6,5.217587,0.5374,0.2733,5e-05
10,PSPNet,mit_b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",7,5.123786,0.5566,0.2866,3.455e-05
11,PSPNet,resnet50,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",0,4.862869,0.5569,0.3279,0.0001
12,PSPNet,timm-efficientnet-b4,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",0,5.285071,0.5075,0.2913,0.0001
10,PSPNet,mit_b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",8,4.928238,0.5614,0.3105,2.061e-05
12,PSPNet,timm-efficientnet-b4,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",1,5.152733,0.5271,0.2876,0.0001
12,PSPNet,timm-efficientnet-b4,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",2,5.050766,0.5333,0.2954,9.755e-05
12,PSPNet,timm-efficientnet-b4,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",3,4.915566,0.5499,0.3113,9.045e-05
1,PSPNet,mit_b3,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",0,5.559421,0.4803,0.2266,0.0001
1,PSPNet,mit_b3,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",1,6.107867,0.422,0.0517,0.0001
3,PSPNet,mit_b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",0,5.70404,0.4542,0.2183,0.0001
2,PSPNet,timm-efficientnet-b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",0,5.303748,0.5013,0.2817,0.0001
1,PSPNet,mit_b3,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",2,5.472774,0.5196,0.2222,9.755e-05
2,PSPNet,timm-efficientnet-b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",1,5.189338,0.5101,0.2785,0.0001
3,PSPNet,mit_b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",1,6.269908,0.3825,0.1488,0.0001
1,PSPNet,mit_b3,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",3,6.001594,0.5148,0.2204,9.045e-05
2,PSPNet,timm-efficientnet-b2,0.0001,32,1e-05,0.1,3,2,"{'rhf': 0.5, 'rvf': 0.3}",2,5.115179,0.5197,0.2794,9.755e-05
